RestaurantID,City,Area,RestaurantName,CuisineTypes,AverageMealPrice,AverageRating,TotalRatings,EstimatedOrders,EstimatedRevenue,DeliveryTimeMinutes,DiscountPercentage,DeliveryPartner,Address,LastUpdatedDate
4444,Delhi,Karol Bagh,Urban Italian Junction,"South Indian, Fast Food",681,3.5,2314,1037,706197,56,30,Regular Delivery,"76, Behl Street, Gaya-169107",25-10-2025
4445,Mumbai,Bandra,Kitchen Desserts Point,"Seafood, Ice Cream, Fast Food",897,4.7,698,3953,3545841,61,15,Regular Delivery,"H.No. 41, Joshi Marg, Proddatur 537160",15-10-2025
4446,Mumbai,Bandra,Biryani Mughlai Point,"Italian, Andhra, Fast Food",392,3.9,956,2684,1052128,46,30,Swiggy Genie,"47, Salvi Path, Uluberia 215045",26-01-2026
4447,Bangalore,BTM Layout,Tandoori Chinese Treats,Seafood,345,3.5,13309,4614,1591830,45,50,Regular Delivery,"55/19, Sarma Road, Dehradun 647060",10-06-2025
4448,Chennai,OMR,Royal Pizza Grill,"Biryani, Healthy Food, Pizza, South Indian",421,4.1,11267,150,63150,73,10,Swiggy One,"05/185, Arora Street, Katni-961091",25-06-2025
4449,Hyderabad,Gachibowli,Delight Mughlai Factory,"Burgers, Pizza, Desserts",852,3.4,5873,2726,2322552,22,30,Swiggy One,"03, Sha Chowk, Pallavaram-277644",29-12-2025
4450,Delhi,Rohini,Spice Arabian Junction,"South Indian, Fast Food, Arabian",1092,3.9,8895,4542,4959864,58,25,Swiggy One,"H.No. 594, Joshi Chowk, Tiruchirappalli-538015",13-09-2025
4451,Chennai,Anna Nagar,Delight South Indian Grill,"South Indian, Chinese, Mughlai, Fast Food",869,4.1,844,942,818598,42,15,Regular Delivery,"89/984, Sunder Marg, Rampur-759918",14-02-2026
4452,Delhi,Rohini,Spice Healthy Food World,Burgers,1141,3.2,8785,2781,3173121,52,10,Swiggy Genie,"29/68, Varghese Marg, Bhiwani-694015",20-04-2026
4453,Bangalore,Indiranagar,Food Italian World,"Fast Food, Biryani",244,3.5,9296,2975,725900,51,15,Swiggy Genie,"17, Arya Marg, Sirsa 459357",29-06-2025
4454,Delhi,Karol Bagh,Cafe Italian Grill,Pizza,332,4.5,2400,2116,702512,43,20,Swiggy Genie,"H.No. 999, Wali Zila, Naihati 479989",24-03-2026
4455,Chennai,OMR,Royal Andhra Corner,"North Indian, Pizza, Mughlai",1115,3.4,2296,998,1112770,26,15,Swiggy Genie,"H.No. 154, Wason Nagar, Narasaraopet-692325",06-03-2026
4456,Chennai,T Nagar,Biryani North Indian Corner,"Arabian, Seafood, Ice Cream",731,4.4,11488,657,480267,24,0,Swiggy One,"709, Goda Marg, Madhyamgram-735484",22-09-2025
4457,Delhi,Connaught Place,Royal Desserts World,Healthy Food,1112,4.2,13910,1976,2197312,67,50,Swiggy Genie,"167, Toor Circle, Tiruppur-697718",30-12-2025
4458,Delhi,Karol Bagh,House Mughlai Hub,Arabian,1035,3.2,8134,2600,2691000,31,0,Swiggy Genie,"05, Bahl Marg, Baranagar-616675",18-12-2025
4459,Hyderabad,Gachibowli,Spice Biryani Corner,"North Indian, Pizza, Italian",274,3.7,5660,2622,718428,47,20,Swiggy Genie,"56, Kakar Chowk, Surat 129797",28-02-2026
4460,Mumbai,Andheri,Spice Chinese Corner,"Seafood, Burgers, Andhra",152,3.3,1408,4472,679744,30,40,Swiggy One,"28, Bahl Circle, Chittoor 351943",10-10-2025
4461,Mumbai,Dadar,Delight Fast Food Treats,"Bakery, Fast Food, Pizza, Italian",615,3.2,2519,4363,2683245,22,25,Regular Delivery,"75/716, Kota Road, Begusarai-573988",13-11-2025
4462,Bangalore,Whitefield,Delight North Indian Zone,"Fast Food, South Indian, Arabian",1086,4.8,13367,2572,2793192,22,10,Swiggy One,"04/556, Batra Road, Latur 275791",06-12-2025
4463,Bangalore,Jayanagar,Urban Healthy Food Junction,"South Indian, Mughlai, Seafood, Bakery",385,3.4,6438,810,311850,49,20,Swiggy One,"29, Sethi Chowk, Ghaziabad-503852",22-03-2026
4464,Mumbai,Powai,Spice Burgers Junction,"Seafood, Mughlai",409,4.4,10411,4759,1946431,32,40,Swiggy One,"66/236, Gole Road, Amaravati 080176",25-12-2025
4465,Chennai,Adyar,Urban Ice Cream Grill,"Fast Food, Chinese, Biryani, Desserts",457,4.1,10687,1968,899376,25,20,Swiggy Genie,"H.No. 33, Kulkarni Zila, Nagpur 640878",30-01-2026
4466,Chennai,Anna Nagar,Delight Arabian Treats,"Chinese, Ice Cream, Fast Food, Seafood",161,3.6,9691,3748,603428,72,15,Swiggy One,"H.No. 03, Sen, Amravati-036578",08-07-2025
4467,Chennai,Anna Nagar,House Burgers Treats,"Andhra, Arabian, Burgers",290,4.7,14549,1715,497350,47,10,Swiggy One,"H.No. 641, Shukla Nagar, Avadi 485845",28-06-2025
4468,Hyderabad,Hitech City,Biryani South Indian Corner,Pizza,775,4.6,2822,2293,1777075,25,50,Swiggy One,"H.No. 09, Bassi Circle, Sri Ganganagar-217862",27-06-2025
4469,Mumbai,Andheri,Urban Ice Cream Point,"Arabian, North Indian, Pizza",711,3.1,11146,3153,2241783,46,30,Swiggy Genie,"H.No. 265, Khare, Kharagpur-209144",20-10-2025
4470,Mumbai,Andheri,Tandoori North Indian Hub,"South Indian, Pizza, Fast Food, Italian",1018,3.1,7636,163,165934,45,40,Swiggy One,"33/75, Roy Marg, Kalyan-Dombivli-263108",22-03-2026
4471,Hyderabad,Madhapur,Express Fast Food World,"Healthy Food, Mughlai",701,3.8,6273,4118,2886718,70,20,Swiggy One,"42/325, Bhagat Street, Jaipur 160588",02-02-2026
4472,Mumbai,Bandra,Urban Healthy Food Zone,"Burgers, Italian, Pizza",758,4.4,1231,3456,2619648,31,50,Swiggy Genie,"554, Din Path, Surendranagar Dudhrej-455454",13-01-2026
4473,Hyderabad,Hitech City,Urban Ice Cream Grill,"Andhra, South Indian",1065,3.7,9343,4217,4491105,58,25,Swiggy Genie,"01, Agrawal Marg, Chapra-042229",01-07-2025
4474,Delhi,Karol Bagh,Cafe Biryani Corner,Andhra,1058,3.5,1528,2490,2634420,66,0,Swiggy Genie,"H.No. 180, Sen, Ludhiana-114185",28-09-2025
4475,Delhi,Dwarka,Express Mughlai Zone,"Fast Food, Chinese, Burgers, Mughlai",665,3.9,544,2340,1556100,44,15,Swiggy One,"74/03, Dave Nagar, Jamalpur 758826",06-02-2026
4476,Bangalore,Whitefield,House Andhra Factory,"Mughlai, Arabian, Biryani",262,4.8,469,988,258856,41,25,Swiggy One,"62/02, Mangat Ganj, Deoghar 263149",03-08-2025
4477,Hyderabad,Hitech City,Express Andhra Palace,Healthy Food,1071,4.4,177,4841,5184711,27,40,Swiggy One,"451, Ramanathan Street, Varanasi 839548",01-04-2026
4478,Hyderabad,Madhapur,Food Pizza World,"Desserts, Biryani",182,3.6,12637,1787,325234,35,10,Swiggy One,"26, Dugar Nagar, Bhind-557819",05-06-2025
4479,Delhi,Rohini,Tandoori Seafood Palace,"Mughlai, Bakery, Chinese",582,3.6,1161,2631,1531242,30,0,Swiggy One,"720, Sani Circle, Raiganj-385731",04-04-2026
4480,Delhi,Rohini,Delight Bakery Corner,"Desserts, Bakery, Ice Cream, Burgers",714,4.5,836,548,391272,41,0,Swiggy One,"46/73, Tara Street, Parbhani 213526",30-05-2025
4481,Chennai,Anna Nagar,House Mughlai Treats,Mughlai,145,3.6,8463,4739,687155,22,30,Swiggy Genie,"26/682, Krishnan, Hyderabad 359058",23-01-2026
4482,Chennai,Velachery,Express Desserts Corner,Seafood,437,4.8,13592,1460,638020,51,0,Swiggy Genie,"74, Koshy Chowk, Delhi-769175",16-03-2026
4483,Bangalore,Whitefield,Urban Burgers Zone,"Mughlai, Seafood, Andhra, North Indian",311,3.3,8338,2946,916206,58,40,Swiggy One,"50, Basu Zila, Jamalpur 021114",29-04-2026
4484,Delhi,Connaught Place,House Fast Food Treats,"Biryani, Mughlai, Burgers, Pizza",297,4.4,1179,4648,1380456,40,20,Swiggy Genie,"H.No. 48, Kapoor Street, Durgapur 856250",05-04-2026
4485,Hyderabad,Banjara Hills,Street Italian Palace,"Arabian, Pizza, Healthy Food, Biryani",588,2.9,4874,3604,2119152,61,15,Swiggy One,"44, Banerjee Zila, Imphal-319302",17-06-2025
4486,Delhi,Karol Bagh,Royal Biryani Factory,"Mughlai, Fast Food, Bakery",837,3.6,10620,107,89559,24,40,Regular Delivery,"H.No. 23, Shenoy Chowk, Chapra-712346",04-04-2026
4487,Mumbai,Powai,Kitchen Healthy Food Treats,Bakery,975,2.9,12714,3938,3839550,66,10,Regular Delivery,"35, Sarin Chowk, Nashik-367936",26-01-2026
4488,Hyderabad,Hitech City,Cafe Healthy Food Junction,"Biryani, Andhra, Italian, Pizza",154,3.8,8917,1304,200816,66,0,Swiggy One,"04/915, Bansal Street, Singrauli 207325",26-06-2025
4489,Delhi,Dwarka,Spice Biryani Grill,"Healthy Food, Biryani",995,4.1,14277,3318,3301410,57,25,Swiggy One,"52/780, Saxena Ganj, Dibrugarh 293824",14-10-2025
4490,Hyderabad,Madhapur,Food Seafood Zone,"Arabian, Andhra, Burgers, Seafood",665,3.2,9110,2564,1705060,47,25,Swiggy Genie,"H.No. 435, Johal Ganj, Jehanabad 605313",04-08-2025
4491,Delhi,Connaught Place,Biryani Italian Grill,"Ice Cream, South Indian, Andhra, Pizza",844,4.9,12116,1693,1428892,71,50,Regular Delivery,"74/933, Babu, Nellore-794382",01-12-2025
4492,Bangalore,Koramangala,House Pizza Zone,"Italian, Arabian, Healthy Food, Desserts",284,3.5,7003,254,72136,25,20,Swiggy Genie,"83/611, Batra Marg, Nangloi Jat-677327",17-08-2025
4493,Hyderabad,Gachibowli,Food Arabian Grill,"Mughlai, Biryani, Arabian, South Indian",1142,3.2,12685,3301,3769742,72,50,Regular Delivery,"H.No. 69, Chadha Circle, Chandigarh 991917",18-03-2026
4494,Mumbai,Dadar,Kitchen Biryani Zone,"Andhra, Pizza, Healthy Food",284,4.2,7952,2260,641840,42,20,Swiggy Genie,"28, Goda Street, Karaikudi 937075",22-07-2025
4495,Delhi,Dwarka,House Bakery Point,Italian,298,4.5,5228,2399,714902,46,20,Swiggy One,"96/83, Varty Ganj, Bokaro 573901",13-03-2026
4496,Bangalore,Whitefield,Royal South Indian Grill,Pizza,327,4.7,13377,3629,1186683,70,15,Regular Delivery,"50/051, Dara Circle, Jhansi-085412",29-10-2025
4497,Mumbai,Lower Parel,Kitchen Desserts Junction,"Healthy Food, Chinese, Mughlai, Andhra",478,4.5,2962,4111,1965058,44,20,Swiggy Genie,"H.No. 884, Bandi Zila, Anand 989179",01-01-2026
4498,Bangalore,Jayanagar,Delight Chinese Corner,"Burgers, Pizza, Biryani, Fast Food",214,2.9,7795,1373,293822,55,50,Swiggy One,"017, Banik Zila, Pali-717446",27-01-2026
4499,Mumbai,Andheri,House Arabian World,"Andhra, Arabian, South Indian",150,3,10186,4888,733200,72,20,Regular Delivery,"H.No. 23, Andra Nagar, Pali 050442",03-01-2026
4500,Chennai,T Nagar,Food Ice Cream Treats,"Chinese, Italian, Mughlai",175,3.8,1811,89,15575,42,0,Swiggy One,"74, Ranganathan, Shimla 145877",28-12-2025
4501,Mumbai,Powai,Tandoori South Indian Hub,"Seafood, Italian",653,3.5,7741,4454,2908462,64,40,Swiggy One,"28/37, Varghese Marg, Tezpur 796431",27-12-2025
4502,Delhi,Saket,Urban South Indian Hub,"Pizza, Andhra",908,4.7,5726,3780,3432240,66,50,Swiggy One,"H.No. 03, Rama Street, Khora -885432",21-05-2026
4503,Bangalore,Koramangala,Royal North Indian Junction,"Pizza, Seafood, North Indian",704,4.8,70,4581,3225024,65,40,Swiggy One,"09/70, Sekhon, Nagaon 672250",23-07-2025
4504,Hyderabad,Madhapur,Food Andhra Zone,"North Indian, Pizza, Andhra, Bakery",1087,4.1,500,4085,4440395,62,10,Regular Delivery,"H.No. 56, Sethi Marg, Bahraich-311337",05-10-2025
4505,Mumbai,Bandra,Food Healthy Food Point,Chinese,420,3.3,4395,4236,1779120,44,30,Swiggy Genie,"388, Sami Path, Dibrugarh 232031",19-04-2026
4506,Mumbai,Powai,Food Andhra Factory,Biryani,328,4.5,6962,1420,465760,71,40,Swiggy Genie,"24/378, Banerjee Chowk, Tirupati-607490",04-07-2025
4507,Hyderabad,Madhapur,Royal Desserts Hub,"Chinese, Seafood, North Indian, Healthy Food",864,2.9,9403,4779,4129056,44,20,Swiggy One,"24, Balasubramanian Marg, Bhusawal-351957",25-08-2025
4508,Mumbai,Lower Parel,Express Chinese Palace,"Arabian, Ice Cream",932,2.8,11062,2210,2059720,68,15,Regular Delivery,"03/30, Shankar Zila, Raiganj-764242",13-01-2026
4509,Mumbai,Powai,Delight Arabian Junction,Italian,756,3.5,13127,3102,2345112,27,50,Swiggy One,"07/77, Varkey Marg, Uluberia-809104",04-05-2026
4510,Mumbai,Dadar,Urban Chinese Junction,Mughlai,468,4.9,3913,3139,1469052,57,15,Swiggy Genie,"63/789, Brahmbhatt Ganj, Jodhpur-107808",10-05-2026
4511,Bangalore,Jayanagar,Tandoori Pizza Point,"Mughlai, South Indian, North Indian, Healthy Food",922,3.5,13239,4636,4274392,52,0,Swiggy One,"H.No. 001, Kade Chowk, Dibrugarh-291662",08-05-2026
4512,Hyderabad,Banjara Hills,House Chinese Point,"South Indian, Andhra, Bakery, Burgers",579,4.6,8818,231,133749,33,0,Swiggy One,"83/714, Amble Street, Howrah-390760",18-06-2025
4513,Chennai,OMR,House Healthy Food Corner,Mughlai,288,4.1,4032,1137,327456,20,25,Swiggy Genie,"55/23, Khalsa Street, Sangli-Miraj & Kupwad-687120",15-07-2025
4514,Bangalore,Jayanagar,Urban Healthy Food Junction,"South Indian, Mughlai, Burgers",347,3,9058,2956,1025732,48,40,Swiggy One,"65/68, Arya Circle, Cuttack-554147",18-01-2026
4515,Mumbai,Bandra,Urban Mughlai Factory,"Ice Cream, South Indian",168,4.3,13915,1102,185136,53,25,Swiggy Genie,"37/809, Acharya Marg, Thrissur-404350",24-03-2026
4516,Bangalore,Jayanagar,Street Burgers Palace,"Burgers, Chinese, Italian",641,4.5,4369,3619,2319779,21,40,Swiggy Genie,"H.No. 136, Batra Circle, Bhind-662913",24-02-2026
4517,Chennai,OMR,Spice Healthy Food Treats,"Pizza, Chinese",688,4.5,6384,4674,3215712,24,20,Swiggy Genie,"H.No. 895, Kata Zila, Amravati-053277",13-10-2025
4518,Chennai,T Nagar,Tandoori Burgers Point,Arabian,354,4.3,2842,3172,1122888,37,30,Regular Delivery,"73, Bal Zila, Cuttack-612437",06-11-2025
4519,Bangalore,Koramangala,Spice South Indian Zone,Burgers,967,3,7453,4391,4246097,52,0,Swiggy One,"H.No. 25, Kashyap Chowk, Bettiah-818709",09-05-2026
4520,Bangalore,Indiranagar,Street Italian Junction,"Desserts, Ice Cream, Bakery",426,4.9,2589,3883,1654158,23,30,Swiggy Genie,"522, Balay Nagar, Amaravati-271904",13-03-2026
4521,Hyderabad,Banjara Hills,Biryani Healthy Food Hub,"Bakery, Arabian, Chinese",1128,4.3,12984,95,107160,50,15,Regular Delivery,"H.No. 75, Devan Marg, Erode 595144",21-06-2025
4522,Chennai,Adyar,Cafe Italian Corner,Chinese,295,4.2,3784,1563,461085,50,0,Regular Delivery,"005, Khanna Road, Bhusawal 508628",05-08-2025
4523,Mumbai,Andheri,Kitchen Burgers World,"Healthy Food, South Indian, Fast Food, Bakery",229,3.1,12020,390,89310,38,10,Swiggy Genie,"H.No. 27, Grover Marg, Eluru 179665",17-10-2025
4524,Mumbai,Bandra,Express Fast Food Hub,North Indian,542,4.6,356,2569,1392398,68,10,Regular Delivery,"95, Mall Path, Warangal-469977",19-06-2025
4525,Hyderabad,Madhapur,Royal Seafood Junction,"Ice Cream, Andhra",305,4.2,11630,1962,598410,53,15,Swiggy Genie,"76, Shanker Street, Solapur-048862",11-02-2026
4526,Mumbai,Bandra,Delight Italian Corner,Desserts,1183,3.8,2992,3859,4565197,53,50,Swiggy Genie,"608, Buch Marg, Aurangabad 611020",04-07-2025
4527,Hyderabad,Madhapur,Express Healthy Food Treats,"Pizza, Andhra, Biryani",1152,4.7,12200,195,224640,57,0,Regular Delivery,"073, Kar Nagar, Kumbakonam-378451",21-01-2026
4528,Mumbai,Dadar,Kitchen South Indian Grill,"Arabian, Chinese, Bakery, Desserts",1067,3.9,6083,2094,2234298,29,30,Regular Delivery,"H.No. 99, Iyengar Ganj, Chapra-643107",21-06-2025
4529,Delhi,Connaught Place,Street Chinese Junction,"Seafood, Andhra",370,4.6,7595,2130,788100,60,25,Regular Delivery,"366, Chakrabarti Road, Ramagundam 856194",20-08-2025
4530,Chennai,Anna Nagar,House Desserts Junction,"Ice Cream, Pizza, Chinese",652,3.3,2920,2794,1821688,43,30,Swiggy Genie,"H.No. 275, Kala Ganj, Dindigul-474275",10-01-2026
4531,Bangalore,Jayanagar,Royal North Indian Zone,"Biryani, Desserts",1047,3.4,5376,2861,2995467,35,10,Regular Delivery,"H.No. 81, Wagle Circle, Erode-127956",15-05-2026
4532,Delhi,Dwarka,Express Italian Corner,"Mughlai, Bakery, North Indian",813,3.3,14208,2788,2266644,51,50,Swiggy Genie,"808, Majumdar Nagar, Kota-599174",05-10-2025
4533,Delhi,Rohini,Food Desserts Factory,Italian,508,3.1,7776,997,506476,53,10,Swiggy Genie,"H.No. 02, Raman Circle, Kulti 909804",15-09-2025
4534,Bangalore,Whitefield,Express Healthy Food Palace,"Biryani, Arabian",703,3.7,12636,3512,2468936,32,10,Regular Delivery,"H.No. 50, Sengupta Circle, Vijayanagaram 707412",14-06-2025
4535,Bangalore,Koramangala,Street Biryani Grill,Mughlai,158,3.8,10409,2875,454250,37,25,Swiggy Genie,"H.No. 44, Gala Chowk, Vadodara-575669",16-05-2026
4536,Delhi,Dwarka,Spice Mughlai Treats,"Burgers, Biryani, Bakery",253,4.6,10155,4002,1012506,20,10,Regular Delivery,"H.No. 446, Gola Path, Katni-968404",30-03-2026
4537,Chennai,OMR,Street Andhra World,"Burgers, Healthy Food, Chinese",364,4.1,1070,4074,1482936,44,25,Swiggy Genie,"867, Som, Bokaro-379357",12-07-2025
4538,Delhi,Connaught Place,House Fast Food Corner,"Bakery, Biryani, Burgers, Ice Cream",679,4.8,5447,1009,685111,62,30,Swiggy Genie,"640, Grover Marg, Hosur-370416",01-06-2025
4539,Hyderabad,Gachibowli,Cafe Bakery Palace,Andhra,522,3.1,3054,4724,2465928,37,40,Swiggy Genie,"H.No. 10, Sur Nagar, Ghaziabad 672907",20-09-2025
4540,Chennai,T Nagar,Delight Healthy Food Zone,Andhra,1177,4.5,10813,4027,4739779,51,50,Swiggy Genie,"03/363, Varghese Street, Hazaribagh-358119",08-05-2026
4541,Bangalore,Koramangala,Royal Ice Cream Corner,"Healthy Food, Andhra",1073,4.6,12130,2671,2865983,44,40,Swiggy One,"H.No. 765, Chopra Marg, Aizawl 997961",23-07-2025
4542,Chennai,T Nagar,Urban Ice Cream Hub,"Fast Food, Mughlai, Arabian",536,4.8,8028,2535,1358760,47,40,Regular Delivery,"72/42, Dani, Mau 479151",27-11-2025
4543,Chennai,T Nagar,Express Arabian Corner,"North Indian, Fast Food, Italian",816,3.3,8491,4846,3954336,32,40,Swiggy Genie,"H.No. 785, Dave Ganj, Vijayanagaram-017711",17-09-2025
4544,Bangalore,Jayanagar,Royal Healthy Food Corner,Chinese,352,4.2,9351,219,77088,54,20,Swiggy Genie,"20/99, Bala Path, Bardhaman-315205",07-06-2025
4545,Bangalore,BTM Layout,Biryani Italian Corner,"Andhra, Seafood, Italian",535,3.9,10978,470,251450,27,40,Swiggy Genie,"11/833, Garg Chowk, Jamalpur 406582",07-10-2025
4546,Delhi,Dwarka,Tandoori Andhra Palace,Biryani,241,4.2,9759,3039,732399,41,0,Regular Delivery,"H.No. 550, Bumb Marg, Raebareli 926496",17-05-2026
4547,Bangalore,Jayanagar,Kitchen Healthy Food Junction,"South Indian, Pizza, Seafood",845,2.9,13279,4890,4132050,27,25,Swiggy One,"64/77, Gaba Ganj, Baranagar 080129",14-01-2026
4548,Chennai,Anna Nagar,Biryani Bakery Treats,"Desserts, Chinese, Italian, Ice Cream",577,4.5,3820,120,69240,47,40,Swiggy Genie,"009, Buch, Gopalpur-653789",01-11-2025
4549,Hyderabad,Kukatpally,House Pizza Point,"Chinese, Desserts",361,4.6,2906,2110,761710,54,10,Swiggy Genie,"516, Handa Road, Kota 467663",30-06-2025
4550,Chennai,Anna Nagar,Kitchen Chinese Grill,Pizza,156,3.5,10553,2252,351312,53,10,Swiggy One,"H.No. 880, Ganesh Ganj, Gurgaon 298313",26-03-2026
4551,Delhi,Dwarka,Food Pizza Junction,Seafood,564,2.9,4237,3389,1911396,49,50,Regular Delivery,"53, Mani Nagar, Kanpur-942840",24-09-2025
4552,Delhi,Karol Bagh,House Mughlai Palace,"Fast Food, Pizza, Mughlai",785,3.9,10052,3380,2653300,40,25,Swiggy Genie,"58/17, Rama Zila, Indore 216675",06-10-2025
4553,Mumbai,Bandra,Spice South Indian Junction,"Desserts, Italian",134,3.4,1673,1321,177014,44,40,Swiggy Genie,"H.No. 080, Deshmukh Path, Morena 439785",26-08-2025
4554,Chennai,Velachery,Spice Biryani Corner,"Desserts, Bakery, Seafood",1197,4.5,13218,177,211869,25,25,Swiggy Genie,"H.No. 159, Sarna Marg, South Dumdum 577114",14-08-2025
4555,Bangalore,BTM Layout,Spice Healthy Food Zone,"Bakery, Chinese",329,3.9,12072,880,289520,62,25,Swiggy One,"H.No. 134, Kannan Path, Guna 528089",28-09-2025
4556,Mumbai,Powai,Spice Healthy Food Hub,"Andhra, Seafood, Biryani, Desserts",653,4.4,3911,1678,1095734,60,50,Swiggy One,"29/647, Zacharia, Avadi-246158",21-08-2025
4557,Chennai,Anna Nagar,Biryani Bakery Palace,"Desserts, Burgers, Biryani",996,4.4,2114,3833,3817668,29,25,Swiggy One,"H.No. 317, Sane Circle, Solapur 330736",13-12-2025
4558,Mumbai,Andheri,Street North Indian Grill,Healthy Food,306,4.2,6285,3139,960534,26,20,Regular Delivery,"31, Mander Circle, Amravati-234363",23-05-2026
4559,Bangalore,Koramangala,Royal Bakery Grill,Arabian,728,2.9,5142,2825,2056600,52,40,Swiggy One,"82/144, Lanka Road, Kulti 157880",07-02-2026
4560,Bangalore,Jayanagar,Street Ice Cream Grill,"Mughlai, Arabian, Burgers",762,4.7,12244,3867,2946654,64,50,Swiggy One,"H.No. 235, Sur Zila, Gangtok-433284",21-08-2025
4561,Chennai,Adyar,Tandoori Arabian Hub,Burgers,212,4.9,12416,1173,248676,64,30,Swiggy Genie,"H.No. 384, Sura Nagar, Nanded 650918",23-08-2025
4562,Delhi,Connaught Place,Biryani North Indian World,"North Indian, Seafood, South Indian",1001,3.1,11817,1478,1479478,71,25,Swiggy Genie,"H.No. 16, Ganguly Circle, Naihati 245042",20-02-2026
4563,Bangalore,Indiranagar,Urban Burgers Hub,Italian,735,3.3,2901,4321,3175935,31,0,Swiggy Genie,"H.No. 126, Devan, Proddatur 552739",07-06-2025
4564,Chennai,Anna Nagar,Express Healthy Food Junction,"Italian, Desserts, Bakery",711,3,11768,1301,925011,35,50,Swiggy Genie,"H.No. 366, Suri Road, Visakhapatnam 621427",10-05-2026
4565,Bangalore,Whitefield,Royal Fast Food Treats,"Seafood, Desserts",260,3.9,7690,4290,1115400,36,50,Regular Delivery,"65/850, Balakrishnan, Kota 683216",23-03-2026
4566,Chennai,Velachery,Biryani Desserts Factory,"Burgers, Healthy Food, Ice Cream",782,4.1,10181,1062,830484,56,30,Swiggy One,"H.No. 36, Das Circle, Bikaner 051758",31-07-2025
4567,Chennai,Anna Nagar,Street Desserts Zone,"Desserts, Fast Food, North Indian",1129,3.1,4750,4508,5089532,35,0,Regular Delivery,"73, Datta Circle, Haridwar 714974",06-03-2026
4568,Chennai,OMR,House Biryani Palace,"South Indian, Fast Food, Andhra, Pizza",734,4.4,5993,4731,3472554,67,0,Regular Delivery,"045, Vora Chowk, Rajpur Sonarpur-475228",07-07-2025
4569,Mumbai,Lower Parel,Kitchen Seafood World,"Desserts, Mughlai",219,3,5874,3586,785334,21,0,Swiggy Genie,"83, Sengupta Street, Ballia 190383",08-10-2025
4570,Delhi,Karol Bagh,Spice Seafood Corner,"Seafood, Pizza, Burgers",916,3.5,7957,3963,3630108,22,25,Swiggy One,"013, Mammen Zila, Thoothukudi-431669",09-04-2026
4571,Delhi,Connaught Place,Biryani South Indian Factory,"Mughlai, Ice Cream, Biryani",320,4.5,3935,327,104640,37,25,Swiggy Genie,"41, Varma Path, Katni 434219",09-07-2025
4572,Mumbai,Powai,House South Indian Point,"Ice Cream, Seafood, Desserts",685,3.2,9708,2048,1402880,41,0,Regular Delivery,"H.No. 85, Sathe Road, Anand 665896",24-04-2026
4573,Hyderabad,Banjara Hills,Tandoori Arabian Hub,"Mughlai, Ice Cream",436,4.6,2068,2913,1270068,21,25,Swiggy One,"09/864, Gole Nagar, Vasai-Virar 319440",29-10-2025
4574,Delhi,Rohini,Food North Indian Treats,Arabian,856,3.2,5069,248,212288,60,20,Regular Delivery,"14/03, Sagar Street, Bidhannagar 343244",26-11-2025
4575,Mumbai,Dadar,Food Mughlai Hub,"Fast Food, Pizza, Arabian, South Indian",885,4.4,8126,4790,4239150,48,20,Swiggy Genie,"21, Kalla Chowk, Nangloi Jat-488173",13-01-2026
4576,Chennai,T Nagar,Urban Desserts Junction,"Arabian, Biryani, Fast Food",285,4.1,10321,684,194940,70,20,Regular Delivery,"H.No. 295, Bora Marg, Nagaon-383863",01-04-2026
4577,Hyderabad,Madhapur,Royal South Indian Junction,Biryani,1121,3.8,11957,355,397955,55,0,Swiggy One,"33/764, Gara Nagar, Kollam 533979",05-06-2025
4578,Mumbai,Lower Parel,Express Italian Hub,Mughlai,972,4.6,7092,1717,1668924,52,25,Swiggy Genie,"H.No. 46, Dua Ganj, Suryapet-322909",20-09-2025
4579,Bangalore,Whitefield,Tandoori Desserts Zone,"South Indian, Arabian, Ice Cream",255,4.2,8084,445,113475,28,25,Swiggy Genie,"46/54, Loke Street, Guwahati 322951",12-04-2026
4580,Chennai,Anna Nagar,Tandoori Ice Cream Treats,"Arabian, Biryani, Healthy Food",1178,4.1,4395,4300,5065400,50,20,Swiggy One,"841, Ahuja Nagar, Junagadh 072519",06-05-2026
4581,Hyderabad,Hitech City,Urban Bakery Zone,"Fast Food, Andhra, Desserts",145,3,5559,3100,449500,69,20,Regular Delivery,"H.No. 22, Sandhu Marg, Madhyamgram 577275",25-02-2026
4582,Chennai,OMR,Tandoori Burgers Junction,"Pizza, Andhra, North Indian, Italian",192,3.1,1879,3189,612288,66,15,Regular Delivery,"798, Kohli Path, Anand-253218",28-06-2025
4583,Delhi,Dwarka,Kitchen Desserts Zone,Biryani,846,3.5,6017,484,409464,43,30,Swiggy One,"91/91, Dugar Street, Ranchi 840458",05-08-2025
4584,Bangalore,Jayanagar,House Mughlai Point,Italian,736,3.1,13015,2503,1842208,46,15,Swiggy One,"H.No. 860, Chaudhuri Chowk, Udaipur-383821",14-07-2025
4585,Hyderabad,Banjara Hills,Street Chinese Point,"Healthy Food, Mughlai, Bakery, North Indian",152,3.9,924,3299,501448,60,15,Swiggy One,"H.No. 20, Choudhary Chowk, Delhi-385176",05-05-2026
4586,Delhi,Connaught Place,Delight Healthy Food Palace,"Seafood, Healthy Food",1197,4,6678,3126,3741822,37,15,Swiggy Genie,"43, Raman Chowk, Pudukkottai 317795",15-05-2026
